OG	Tcas	Dmel
EJ0WZ	TC007173	FBgn0250788
EJ0X0	TC032400	FBgn0264574
EJ0XW	TC034042	FBgn0035111
EJ0Y4	TC007228	FBgn0010287
EJ0YD	TC014966	FBgn0031598
EJ0YE	TC015491	FBgn0036136
EJ0YF	TC008727	FBgn0261394,FBgn0261395
EJ0YG	TC006466	FBgn0038467
EJ0YI	TC006188	FBgn0261938
EJ0YN	TC032221	FBgn0053964
EJ0YR	TC003870	FBgn0036446
EJ0YU	TC011435	FBgn0033473
EJ0YV	TC034712	FBgn0260224
EJ0ZB	TC011565	FBgn0033351
EJ112	TC004497	FBgn0263391
EJ11W	TC014214	FBgn0040285
EJ11X	TC005341	FBgn0052423
EJ120	TC000830	FBgn0038839
EJ122	TC009940	FBgn0038603
EJ123	TC012691	FBgn0032147
EJ12G	TC007288	FBgn0052732
EJ12I	TC008018	FBgn0013972
EJ12J	TC016213	FBgn0053203
EJ12M	TC032412,TC013706,TC011707	FBgn0004657
EJ132	TC030739	FBgn0030839
EJ134	TC011517	FBgn0039739
EJ135	TC001356	FBgn0032391,FBgn0000588
EJ137	TC011509	FBgn0036342
EJ13D	TC032732	FBgn0033548
EJ13E	TC006803,TC006804	FBgn0037385,FBgn0027657,FBgn0250846
EJ13J	TC000976	FBgn0034560,FBgn0033542
EJ13S	TC034364	FBgn0029836
EJ145	TC004767	FBgn0024811
EJ14A	TC033855	FBgn0265011
EJ14C	TC006009	FBgn0034237
EJ14U	TC014075	FBgn0004463
EJ14Y	TC034619,TC000077,TC000076	FBgn0287844,FBgn0267432
EJ14Z	TC009719	FBgn0013813
EJ15S	TC031135,TC010921	FBgn0264742,FBgn0264743
EJ165	TC010858	FBgn0034063
EJ16D	TC013593	FBgn0264495
EJ16G	TC010875	FBgn0024963
EJ16I	TC007808	FBgn0037092
EJ16M	TC008519	FBgn0004406
EJ16N	TC008405	FBgn0029174
EJ16P	TC008243	FBgn0005659
EJ16R	TC004153	FBgn0015295
EJ16S	TC005170	FBgn0037525
EJ16U	TC013240	FBgn0260468
EJ16Z	TC014639	FBgn0039429
EJ170	TC011142	FBgn0022770
EJ171	TC009600	FBgn0264326
EJ172	TC014453	FBgn0036990
EJ17E	TC030554	FBgn0036531,FBgn0063670
EJ17N	TC014808	FBgn0035772
EJ17P	TC013985	FBgn0033645
EJ17Q	TC008695	FBgn0040071
EJ17R	TC002078	FBgn0038429
EJ187	TC003620	FBgn0000394,FBgn0003865,FBgn0261952
EJ18Y	TC010196	FBgn0030001
EJ190	TC006106	FBgn0002626
EJ19Y	TC011076	FBgn0051682,FBgn0051679,FBgn0037857,FBgn0033690
EJ1A0	TC011353	FBgn0031312
EJ1A2	TC006190	FBgn0032860
EJ1A7	TC015110	FBgn0023479
EJ1AB	TC003035	FBgn0263607
EJ1AU	TC006754	FBgn0004395
EJ1AX	TC006599	FBgn0032421
EJ1B6	TC016041	FBgn0261550
EJ1B8	TC004261	FBgn0040234
EJ1BB	TC034604	FBgn0054045
EJ1BD	TC005525	FBgn0051676
EJ1BE	TC032425	FBgn0040743
EJ1BM	TC001674	FBgn0033988
EJ1CH	TC006690	FBgn0028648
EJ1CS	TC007911,TC014152	FBgn0038074
EJ1CU	TC000627	FBgn0029503
EJ1CV	TC002389,TC002388	FBgn0036007
EJ1CW	TC031106,TC001622	FBgn0038110
EJ1CX	TC013042	FBgn0036287
EJ1CZ	TC009185	FBgn0033911
EJ1D0	TC000078	FBgn0052528
EJ1D1	TC012527	FBgn0037754
EJ1D2	TC030720	FBgn0002989
EJ1D3	TC032755	FBgn0005677
EJ1D4	TC013355	FBgn0041604
EJ1D5	TC031967	FBgn0028671,FBgn0028669
EJ1D9	TC016320	FBgn0036623,FBgn0036622
EJ1DA	TC032215	FBgn0036939
EJ1DB	TC014598	FBgn0003900
EJ1DI	TC011460	FBgn0001325
EJ1DJ	TC010587	FBgn0037891
EJ1EV	TC006451	FBgn0041171
EJ1EX	TC004839	FBgn0266917
EJ1EY	TC000482	FBgn0039407
EJ1EZ	TC032130,TC032131	FBgn0031799
EJ1F3	TC011711	FBgn0010504
EJ1F5	TC034249	FBgn0016920
EJ1FY	TC034265	FBgn0037203
EJ1GN	TC007920	FBgn0285948
EJ1GQ	TC014984	FBgn0011710
EJ1GR	TC006627	FBgn0259923
EJ1GT	TC031115,TC007743	FBgn0005614,FBgn0032593
EJ1GW	TC032714	FBgn0003861
EJ1GX	TC009593	FBgn0034999
EJ1GZ	TC005366	FBgn0004177
EJ1HC	TC011748	FBgn0011278,FBgn0008651
EJ1HD	TC006978	FBgn0035199,FBgn0040102,FBgn0040104,FBgn0016675,FBgn0040502,FBgn0053533,FBgn0053532,FBgn0259958,FBgn0262357,FBgn0030050,FBgn0264341,FBgn0031373,FBgn0040503
EJ1HE	TC007479	FBgn0036512
EJ1HJ	TC000365	FBgn0029969
EJ1HM	TC001907	FBgn0030685
EJ1HR	TC033206	FBgn0265991
EJ1HU	TC010114	FBgn0038532
EJ1HV	TC011978	FBgn0035524
EJ1I6	TC014819	FBgn0039756
EJ1JJ	TC034903	FBgn0035475
EJ1JS	TC006991	FBgn0264302
EJ1JU	TC013870	FBgn0015828
EJ1JX	TC014544	FBgn0000405
EJ1JZ	TC007427	FBgn0034974
EJ1K0	TC008602	FBgn0034708
EJ1K2	TC013256	FBgn0038617
EJ1KV	TC014198	FBgn0054039
EJ1KY	TC032572	FBgn0259143
EJ1M0	TC003864	FBgn0034059
EJ1M7	TC015701	FBgn0001341
EJ1M9	TC012902	FBgn0023515,FBgn0024991,FBgn0030030,FBgn0031856
EJ1MA	TC011641	FBgn0038653
EJ1MB	TC013504	FBgn0051660
EJ1MF	TC005903	FBgn0037816
EJ1N8	TC007204,TC007203	FBgn0033710,FBgn0050046
EJ1N9	TC014868	FBgn0041188
EJ1NA	TC007935	FBgn0029837
EJ1ND	TC012997	FBgn0003068
EJ1NX	TC013940	FBgn0011704
EJ1NZ	TC031215	FBgn0033187
EJ1P1	TC015668	FBgn0032618
EJ1PX	TC009673	FBgn0010398
EJ1PY	TC015021	FBgn0034854
EJ1Q1	TC003245	FBgn0010114
EJ1Q4	TC033775,TC031707,TC014813,TC001958	FBgn0038494,FBgn0038498
EJ1Q7	TC030608	FBgn0031959
EJ1QB	TC011893	FBgn0028408
EJ1QR	TC003811	FBgn0284220
EJ1QT	TC034641	FBgn0260750
EJ1QY	TC000771	FBgn0033891
EJ1RW	TC008479,TC007035	FBgn0044051,FBgn0044050
EJ1SG	TC030763	FBgn0029945
EJ1SV	TC010163,TC010164	FBgn0033308
EJ1TD	TC001866	FBgn0053181
EJ1TE	TC001711	FBgn0052677,FBgn0026313
EJ1TS	TC032179	FBgn0024289,FBgn0022359
EJ1TT	TC005832	FBgn0022787
EJ1TU	TC005371	FBgn0037370
EJ1TV	TC000094	FBgn0032292
EJ1TW	TC007768	FBgn0261986
EJ1U0	TC009503	FBgn0035488
EJ1U5	TC014238	FBgn0052076
EJ1U7	TC010108	FBgn0032052
EJ1UC	TC002610	FBgn0011286
EJ1UI	TC005003	FBgn0038903
EJ1W0	TC012753	FBgn0039056
EJ1W5	TC005600	FBgn0085369
EJ1W7	TC011073	FBgn0000212
EJ1WP	TC001753	FBgn0005616
EJ1WT	TC005372	FBgn0034050
EJ1WU	TC015092	FBgn0000166,FBgn0051294,FBgn0039228,FBgn0085303,FBgn0085326
EJ1YM	TC005006	FBgn0014877
EJ1YR	TC013503,TC013502	FBgn0051935
EJ1ZB	TC008190	FBgn0031020
EJ1ZD	TC007627,TC002924	FBgn0031717
EJ208	TC033978	FBgn0033339
EJ210	TC008984	FBgn0032750
EJ213	TC000614	FBgn0050382,FBgn0263121
EJ216	TC034701	FBgn0065108
EJ218	TC002074	FBgn0262117
EJ219	TC010332	FBgn0039252
EJ22W	TC015711	FBgn0039797,FBgn0262734
EJ236	TC030628	FBgn0266518
EJ237	TC003908	FBgn0261703,FBgn0002723
EJ23A	TC012466	FBgn0037664
EJ23C	TC012860	FBgn0039303
EJ23D	TC015632	FBgn0266438
EJ243	TC006794	FBgn0033883
EJ244	TC032332	FBgn0004839
EJ245	TC007793	FBgn0023529
EJ247	TC011458,TC001642	FBgn0038827
EJ249	TC013217	FBgn0067783
EJ24A	TC030607	FBgn0001978
EJ24B	TC033958	FBgn0024985
EJ24C	TC007892	FBgn0031061
EJ24E	TC002305	FBgn0025879
EJ24F	TC010772	FBgn0027086
EJ24M	TC003366	FBgn0027360,FBgn0260223
EJ24U	TC032256	FBgn0028664,FBgn0035521,FBgn0028663
EJ251	TC006524	FBgn0044511
EJ254	TC033243,TC033104	FBgn0031866
EJ256	TC031245	FBgn0265356
EJ258	TC011938	FBgn0051523
EJ25A	TC011231	FBgn0003388
EJ25B	TC014274	FBgn0003312
EJ25C	TC011477,TC033344	FBgn0053556
EJ25D	TC001074	FBgn0262866
EJ25E	TC011064	FBgn0004646
EJ25F	TC009851	FBgn0031816
EJ25G	TC014468	FBgn0004837
EJ25H	TC000667	FBgn0039271
EJ25I	TC014753	FBgn0032690
EJ25J	TC006173	FBgn0036104
EJ25K	TC008173	FBgn0026876
EJ25M	TC006782	FBgn0010408
EJ25S	TC000827	FBgn0264491
EJ25T	TC007759	FBgn0286511
EJ25U	TC005583	FBgn0019932
EJ25V	TC002825	FBgn0261850
EJ25Y	TC000380	FBgn0038869
EJ261	TC014814	FBgn0061476
EJ262	TC016196	FBgn0027602
EJ26C	TC011346	FBgn0029944
EJ26Y	TC033301	FBgn0037262
EJ270	TC013470	FBgn0031670
EJ271	TC013603	FBgn0030411
EJ27J	TC008001	FBgn0032120
EJ27Q	TC001165	FBgn0267429
EJ27R	TC033602	FBgn0025574
EJ27S	TC032726	FBgn0000108
EJ27X	TC013108	FBgn0003187
EJ27Y	TC034494,TC034951	FBgn0051611,FBgn0053871,FBgn0053873,FBgn0053875,FBgn0053877,FBgn0053879,FBgn0053883,FBgn0053885,FBgn0053887,FBgn0053889,FBgn0053891,FBgn0053893,FBgn0053895,FBgn0053897,FBgn0053899,FBgn0053901,FBgn0053903,FBgn0053905,FBgn0053907
EJ282	TC014627	FBgn0032615,FBgn0051810,FBgn0051809,FBgn0032614
EJ284	TC008708	FBgn0037121
EJ287	TC014121	FBgn0004811
EJ288	TC007300	FBgn0030798
EJ28B	TC004455	FBgn0260398
EJ297	TC014440	FBgn0263120
EJ298	TC010650	FBgn0033375
EJ299	TC006336	FBgn0053120
EJ29B	TC003389	FBgn0035591
EJ29D	TC002446	FBgn0035854
EJ29E	TC004370	FBgn0000536
EJ29F	TC002926	FBgn0036206
EJ29G	TC012859	FBgn0001989
EJ29H	TC008741	FBgn0002872
EJ2AP	TC010420	FBgn0261276
EJ2AQ	TC030766	FBgn0034611
EJ2AR	TC012055	FBgn0284257
EJ2AT	TC011390	FBgn0036381
EJ2AV	TC033825	FBgn0005636
EJ2AW	TC011081	FBgn0025571
EJ2B0	TC005675	FBgn0036801
EJ2B4	TC011697	FBgn0020378
EJ2BH	TC005447	FBgn0035420
EJ2BK	TC013241	FBgn0266411
EJ2BM	TC006821	FBgn0287182
EJ2BQ	TC015391	FBgn0036235
EJ2BT	TC009028	FBgn0031296,FBgn0086904
EJ2CV	TC008100	FBgn0030301,FBgn0265726
EJ2D4	TC005178	FBgn0261794
EJ2DF	TC011311	FBgn0000611
EJ2DG	TC000103	FBgn0267912,FBgn0011826,FBgn0010015
EJ2DI	TC033184,TC014151	FBgn0031314,FBgn0038324
EJ2DK	TC008648	FBgn0004864
EJ2DM	TC000308	FBgn0001247
EJ2DN	TC000443	FBgn0011217
EJ2DP	TC012117	FBgn0030089
EJ2DQ	TC011608	FBgn0039246,FBgn0001308
EJ2E1	TC033800	FBgn0034543
EJ2E6	TC012820	FBgn0037428
EJ2E8	TC000424	FBgn0030408
EJ2EF	TC011381	FBgn0062442
EJ2EG	TC010143,TC014179	FBgn0016059,FBgn0011259
EJ2EI	TC033109,TC014266	FBgn0035049
EJ2F6	TC034046	FBgn0263846
EJ2FC	TC032340	FBgn0037084
EJ2FD	TC033696	FBgn0085377
EJ2FG	TC001338	FBgn0002917
EJ2FH	TC008298	FBgn0032010
EJ2FI	TC009512	FBgn0033020,FBgn0032833
EJ2FJ	TC003733,TC011623,TC012854,TC032499	FBgn0033903,FBgn0033904,FBgn0033905
EJ2HE	TC014979	FBgn0260971
EJ2HF	TC006055	FBgn0025790,FBgn0036496
EJ2HT	TC013206	FBgn0035640
EJ2NY	TC013405	FBgn0031298
EJ2P0	TC011619	FBgn0030791
EJ2P2	TC007421	FBgn0260456
EJ2PC	TC000179	FBgn0262801
EJ2PH	TC014055	FBgn0001085
EJ2PJ	TC011980	FBgn0285954,FBgn0037939
EJ2PK	TC033085,TC004018	FBgn0035802
EJ2PM	TC005895	FBgn0086347
EJ2PR	TC007613	FBgn0052109
EJ2PT	TC034645	FBgn0035335
EJ2PU	TC013506	FBgn0031708
EJ2PZ	TC000889	FBgn0000015
EJ2Q4	TC011998	FBgn0003515
EJ2Q9	TC009712	FBgn0036207
EJ2QA	TC006505	FBgn0033108
EJ2QW	TC008668	FBgn0010434
EJ2QZ	TC014633	FBgn0032339
EJ2R0	TC015858	FBgn0026143
EJ2R2	TC003292	FBgn0037031
EJ2R3	TC004605	FBgn0052512
EJ2R4	TC003526	FBgn0014395
EJ2R5	TC014273	FBgn0032586
EJ2R7	TC004005	FBgn0031661
EJ2R9	TC015205	FBgn0026380
EJ2RH	TC032583	FBgn0023513
EJ2RX	TC013021	FBgn0031232
EJ2RY	TC007248	FBgn0027503
EJ2S0	TC013668	FBgn0032848
EJ2S1	TC030743	FBgn0032988
EJ2S3	TC003938	FBgn0011291
EJ2S5	TC016223	FBgn0035529
EJ2S8	TC002297	FBgn0261049
EJ2S9	TC030737	FBgn0025781
EJ2SS	TC001775	FBgn0042696
EJ2ST	TC015607	FBgn0037108
EJ2SW	TC000797	FBgn0261549
EJ2T2	TC010675	FBgn0262717
EJ2T3	TC012121	FBgn0030884
EJ2TH	TC011114	FBgn0004606
EJ2UN	TC011086	FBgn0028434
EJ2UQ	TC015077	FBgn0029999
EJ2UU	TC000069	FBgn0002284
EJ2UV	TC014574	FBgn0004066,FBgn0265606,FBgn0017556
EJ2UY	TC032174	FBgn0020912
EJ2UZ	TC031812	FBgn0036667
EJ2V2	TC033195,TC013214	FBgn0261955,FBgn0037988
EJ2V4	TC009127	FBgn0016650
EJ2W6	TC005633	FBgn0032023
EJ2WC	TC008406,TC015321	FBgn0000711,FBgn0025573,FBgn0005778,FBgn0003132,FBgn0005779,FBgn0004103,FBgn0003140,FBgn0003134,FBgn0046698,FBgn0261399
EJ2WE	TC004365	FBgn0031077
EJ2WX	TC005306	FBgn0031643
EJ2WY	TC032487	FBgn0035703
EJ2X2	TC011241	FBgn0064225
EJ2X8	TC013648	FBgn0004057,FBgn0037147
EJ2XJ	TC003007	FBgn0030697,FBgn0286813
EJ2XK	TC031486	FBgn0262975
EJ2Y8	TC002177	FBgn0032506
EJ2YW	TC006240	FBgn0086691
EJ2Z1	TC014162	FBgn0051708,FBgn0259714
EJ2ZE	TC008518	FBgn0286809
EJ2ZJ	TC013085	FBgn0037363
EJ2ZP	TC000949	FBgn0030330
EJ30H	TC004594	FBgn0031985
EJ31W	TC001365	FBgn0037878
EJ324	TC000962	FBgn0039265
EJ327	TC014213,TC016222	FBgn0031988
EJ336	TC004581	FBgn0037770
EJ338	TC011455	FBgn0039830
EJ339	TC006051	FBgn0032821
EJ33A	TC000430	FBgn0014006
EJ33B	TC012547	FBgn0040038
EJ33K	TC004437	FBgn0039241
EJ35H	TC032143	FBgn0040532
EJ35M	TC009835	FBgn0025820
EJ35N	TC014197	FBgn0052647
EJ35Z	TC007685	FBgn0039343,FBgn0031161
EJ364	TC033331	FBgn0053554
EJ368	TC011397	FBgn0263289
EJ36E	TC002550	FBgn0001078
EJ36J	TC006587	FBgn0052206
EJ36M	TC011649	FBgn0029580
EJ36Z	TC009517	FBgn0036819
EJ37A	TC003589	FBgn0029105
EJ37C	TC000528	FBgn0029874
EJ37D	TC005779	FBgn0013269
EJ37F	TC007753	FBgn0031611
EJ37J	TC011101	FBgn0037487
EJ389	TC010761	FBgn0038260,FBgn0038261,FBgn0038262,FBgn0038718,FBgn0038719,FBgn0038720,FBgn0038715,FBgn0038717,FBgn0038716
EJ38Y	TC007114	FBgn0029937
EJ38Z	TC012302	FBgn0036908
EJ390	TC011162	FBgn0050197
EJ394	TC011916	FBgn0037676
EJ398	TC009442	FBgn0034563
EJ39J	TC004144	FBgn0025740
EJ39K	TC032813	FBgn0023096
EJ39M	TC034427	FBgn0262579
EJ39Q	TC008417	FBgn0085407
EJ39V	TC003876	FBgn0263132
EJ39Z	TC009743	FBgn0267821
EJ3A1	TC015384	FBgn0259482
EJ3A2	TC014407	FBgn0031844,FBgn0039854,FBgn0039856,FBgn0039855
EJ3AT	TC031800,TC004720	FBgn0032640
EJ3AV	TC006245	FBgn0028683
EJ3AW	TC002343	FBgn0035258
EJ3B2	TC010099	FBgn0002306
EJ3B7	TC012247,TC001850	FBgn0034240
EJ3BA	TC003222	FBgn0038747
EJ3BF	TC003690	FBgn0030853,FBgn0036706
EJ3BG	TC030738	FBgn0002914
EJ3BH	TC003450	FBgn0035726
EJ3BI	TC033645	FBgn0039117
EJ3BK	TC002917	FBgn0029768
EJ3BP	TC001098	FBgn0264694,FBgn0034651
EJ3BQ	TC033605,TC033606	FBgn0261561
EJ3BR	TC033265	FBgn0031529
EJ3BX	TC009507	FBgn0036557
EJ3C9	TC000791	FBgn0040827
EJ3D0	TC008801	FBgn0261797
EJ3DD	TC008032	FBgn0263079
EJ3DI	TC000357	FBgn0039151
EJ3F2	TC002742	FBgn0032409
EJ3F3	TC012481	FBgn0259704,FBgn0259705
EJ3F4	TC015839	FBgn0040394
EJ3F9	TC034407	FBgn0028689
EJ3FN	TC002507	FBgn0010355
EJ3FP	TC004596,TC002351	FBgn0036082,FBgn0017418
EJ3FR	TC012345	FBgn0000541
EJ3FS	TC014024	FBgn0032901
EJ3G3	TC007514	FBgn0030873
EJ3HD	TC030601	FBgn0038951
EJ3IA	TC008058	FBgn0030304
EJ3J3	TC006261	FBgn0260388
EJ3J6	TC012275	FBgn0026149
EJ3JK	TC008513	FBgn0031941,FBgn0010612
EJ3JQ	TC011336	FBgn0010433
EJ3JS	TC002171	FBgn0013433
EJ3JZ	TC012371	FBgn0038168
EJ3K2	TC013937	FBgn0266284
EJ3K6	TC001129	FBgn0038247
EJ3K8	TC003838	FBgn0026250
EJ3M0	TC005307	FBgn0037009
EJ3M3	TC003651	FBgn0051465
EJ3M4	TC034644	FBgn0025613
EJ3NF	TC005658	FBgn0034942
EJ3NG	TC014315	FBgn0032590
EJ3NI	TC001348	FBgn0030063
EJ3NJ	TC001039	FBgn0039734
EJ3NN	TC013916	FBgn0036510
EJ3NP	TC030666	FBgn0039857
EJ3NS	TC006272	FBgn0039461
EJ3NV	TC031480	FBgn0027358
EJ3P1	TC009538	FBgn0289323
EJ3P9	TC003442	FBgn0035141
EJ3PB	TC006360	FBgn0011584
EJ3PC	TC009381	FBgn0020270
EJ3PD	TC000685	FBgn0011225
EJ3PE	TC008956	FBgn0000581
EJ3Q3	TC002095	FBgn0034730,FBgn0030795
EJ3Q5	TC034155	FBgn0283480,FBgn0034710,FBgn0030661,FBgn0035619,FBgn0043791,FBgn0038845,FBgn0033423,FBgn0283479,FBgn0034712,FBgn0035620
EJ3Q6	TC032576	FBgn0260934
EJ3Q8	TC033097,TC000961,TC002141,TC013187	FBgn0039532,FBgn0010341,FBgn0010333,FBgn0014011
EJ3Q9	TC012576	FBgn0030384,FBgn0015024,FBgn0037325,FBgn0032650
EJ3QA	TC001192	FBgn0260635
EJ3QC	TC010824	FBgn0001987
EJ3QD	TC033444	FBgn0004510
EJ3QE	TC003158	FBgn0036566
EJ3QG	TC006375	FBgn0028688
EJ3QK	TC031157	FBgn0014859
EJ3R7	TC000615	FBgn0029736
EJ3RC	TC011462	FBgn0028400
EJ3RD	TC010160	FBgn0031950
EJ3RG	TC030643	FBgn0038332
EJ3RU	TC005167	FBgn0026179
EJ3RW	TC031972	FBgn0263599
EJ3RX	TC034734	FBgn0038344
EJ3S0	TC030784	FBgn0023507
EJ3S2	TC014995	FBgn0027575
EJ3SD	TC011165	FBgn0027654
EJ3SG	TC000509	FBgn0261792
EJ3SH	TC031229	FBgn0031702
EJ3SI	TC002308	FBgn0000206
EJ3SM	TC014251	FBgn0266346
EJ3T4	TC033876	FBgn0083984
EJ3T8	TC004886	FBgn0021895
EJ3TC	TC006258,TC006259	FBgn0033677
EJ3TX	TC031676,TC031677,TC031801,TC034365,TC033516,TC031048,TC013409,TC016281,TC002278	FBgn0031171,FBgn0031170,FBgn0261998,FBgn0031169,FBgn0051213,FBgn0034493
EJ3TZ	TC033599,TC014664,TC009375	FBgn0041181,FBgn0267488
EJ3U1	TC012253	FBgn0032456
EJ3UR	TC002356	FBgn0032231
EJ3UT	TC033106	FBgn0038894
EJ3V1	TC001740	FBgn0032435
EJ3WB	TC030569	FBgn0031378
EJ3WC	TC004401	FBgn0052683
EJ3WD	TC011399	FBgn0031023
EJ3XB	TC011683,TC010636	FBgn0032775,FBgn0031813
EJ3XC	TC014806	FBgn0262160
EJ3XE	TC005099	FBgn0003204
EJ3YM	TC001043	FBgn0037756
EJ3YT	TC007870	FBgn0031885
EJ3YU	TC009544	FBgn0037622
EJ3YV	TC005909	FBgn0036838
EJ3YY	TC011637	FBgn0262937
EJ3ZD	TC003016	FBgn0003449
EJ3ZF	TC003446	FBgn0287767
EJ3ZG	TC011119	FBgn0037955
EJ3ZH	TC010830,TC001281	FBgn0261592
EJ3ZI	TC012367	FBgn0262617
EJ41W	TC032822	FBgn0028410,FBgn0003371
EJ42J	TC032195	FBgn0011725
EJ42K	TC001741	FBgn0020307
EJ42M	TC004768	FBgn0003862
EJ42N	TC009284	FBgn0262728
EJ42R	TC009275	FBgn0265416
EJ443	TC014181	FBgn0020391
EJ445	TC002136	FBgn0036579
EJ449	TC016315	FBgn0287585
EJ44B	TC033971	FBgn0038769,FBgn0259742
EJ44C	TC012909	FBgn0283682
EJ44E	TC013915	FBgn0085413
EJ44F	TC002791	FBgn0036004
EJ44M	TC030760	FBgn0027329
EJ44R	TC015948	FBgn0003317
EJ44T	TC015778,TC009312,TC005107	FBgn0030241,FBgn0030242
EJ44U	TC014227	FBgn0034951
EJ44W	TC032806	FBgn0262685
EJ44Y	TC009809	FBgn0010223
EJ450	TC015634	FBgn0011715
EJ452	TC013546	FBgn0003545
EJ45N	TC005215	FBgn0035020
EJ45Q	TC015585	FBgn0024912
EJ45T	TC015947	FBgn0034032
EJ45X	TC032492	FBgn0039664
EJ45Y	TC009325	FBgn0016013
EJ460	TC007113	FBgn0021875
EJ461	TC004122	FBgn0039589
EJ462	TC010866	FBgn0037391
EJ46P	TC014962	FBgn0260475,FBgn0033836,FBgn0033834
EJ46V	TC006470	FBgn0037382
EJ46W	TC003204	FBgn0036691
EJ46X	TC004293	FBgn0025700
EJ46Y	TC015064	FBgn0030364,FBgn0036057
EJ46Z	TC006185	FBgn0039669,FBgn0030718
EJ470	TC030591	FBgn0031060
EJ471	TC005833	FBgn0034299
EJ474	TC004385	FBgn0039726
EJ47B	TC011620	FBgn0020369,FBgn0039788
EJ47E	TC013117	FBgn0034614
EJ47R	TC033716,TC033716	FBgn0034903
EJ47W	TC011128	FBgn0032457,FBgn0031738
EJ48C	TC033955	FBgn0036210
EJ48E	TC034898	FBgn0263602
EJ48F	TC008472	FBgn0029137
EJ48K	TC004730,TC010157	FBgn0004888,FBgn0038708
EJ48M	TC001814	FBgn0033289
EJ490	TC032268	FBgn0260755
EJ491	TC002930	FBgn0037359
EJ493	TC010519	FBgn0086706
EJ496	TC004373	FBgn0032514
EJ498	TC031538	FBgn0029995
EJ499	TC031208	FBgn0033050
EJ49Y	TC005471	FBgn0027872
EJ4A5	TC012681	FBgn0038321
EJ4AH	TC003899	FBgn0038704
EJ4AI	TC008477	FBgn0085437
EJ4AX	TC015310	FBgn0000071,FBgn0010238
EJ4CA	TC031335	FBgn0038511
EJ4CB	TC003478	FBgn0034053
EJ4CE	TC007124	FBgn0039402
EJ4CS	TC032302,TC003280,TC002547	FBgn0035811
EJ4D0	TC010177	FBgn0266720,FBgn0011288
EJ4D3	TC010518	FBgn0030687
EJ4DV	TC010418	FBgn0031321
EJ4FC	TC014708	FBgn0030505
EJ4H0	TC001266	FBgn0052816
EJ4H1	TC032169,TC032170,TC032168	FBgn0030412
EJ4H2	TC013312,TC013311	FBgn0035231,FBgn0041342
EJ4H4	TC008118	FBgn0045073
EJ4H9	TC009582	FBgn0004875
EJ4HN	TC033787	FBgn0043012
EJ4IM	TC006663	FBgn0036984
EJ4J5	TC006532	FBgn0051674
EJ4K9	TC010847,TC001380	FBgn0011270,FBgn0014869
EJ4KA	TC005819	FBgn0032907
EJ4KB	TC004244	FBgn0039581
EJ4KC	TC008154	FBgn0001404
EJ4KD	TC004384	FBgn0261285
EJ4KE	TC013780	FBgn0030447
EJ4KP	TC001941	FBgn0036493
EJ4KX	TC011749	FBgn0004863
EJ4KY	TC015452	FBgn0037660
EJ4KZ	TC010770	FBgn0010620
EJ4M1	TC001631	FBgn0033984
EJ4M5	TC014053	FBgn0035031
EJ4M6	TC012880	FBgn0035260
EJ4M7	TC009748	FBgn0260480
EJ4M8	TC006987	FBgn0039625
EJ4MC	TC010506	FBgn0033778
EJ4MD	TC007628	FBgn0030607,FBgn0036449
EJ4MF	TC004574	FBgn0011768
EJ4MP	TC015609,TC015610	FBgn0287725
EJ4N3	TC005174	FBgn0031217
EJ4N4	TC009818	FBgn0020278
EJ4N9	TC001643	FBgn0029948,FBgn0030734,FBgn0037498
EJ4ND	TC011537	FBgn0032447
EJ4NE	TC008623	FBgn0039557
EJ4NH	TC009966	FBgn0030733,FBgn0039576
EJ4NN	TC001099	FBgn0038388
EJ4NP	TC032546	FBgn0039218
EJ4NW	TC011223	FBgn0039068
EJ4NZ	TC016111	FBgn0035194
EJ4P0	TC014054	FBgn0031663
EJ4P3	TC003497,TC002904	FBgn0030465
EJ4P4	TC032722,TC007845	FBgn0036575
EJ4P5	TC000956	FBgn0023216
EJ4P6	TC005610	FBgn0031815
EJ4P8	TC033237	FBgn0261647
EJ4P9	TC012805	FBgn0036036
EJ4PA	TC011234	FBgn0038976
EJ4PD	TC012190	FBgn0038678
EJ4R4	TC012175	FBgn0025716
EJ4R7	TC007751	FBgn0016976
EJ4R9	TC001742	FBgn0034717
EJ4RB	TC011920	FBgn0036298
EJ4RC	TC005794	FBgn0036828
EJ4S6	TC008567	FBgn0039536
EJ4S7	TC016299	FBgn0041713
EJ4SB	TC009602	FBgn0035669
EJ4SN	TC033640	FBgn0034070
EJ4TQ	TC032551	FBgn0051922
EJ4TX	TC001724	FBgn0010309
EJ4UQ	TC004432	FBgn0050181
EJ4V2	TC032686	FBgn0053208
EJ4V4	TC008958	FBgn0033906,FBgn0039371
EJ4VE	TC014100	FBgn0260653
EJ4VV	TC013056	FBgn0286222,FBgn0029890,FBgn0036162
EJ4VY	TC033633	FBgn0031148
EJ4VZ	TC008457	FBgn0041707
EJ4W1	TC005987	FBgn0036734
EJ4W4	TC011159	FBgn0039635
EJ4W7	TC009817	FBgn0039214
EJ4W8	TC034455,TC008473,TC015480	FBgn0031250
EJ4WA	TC015726	FBgn0036212,FBgn0023177
EJ4WB	TC032346	FBgn0036043
EJ4WR	TC009680	FBgn0286852
EJ4WV	TC009427	FBgn0036893
EJ4WW	TC002603,TC002602	FBgn0262740
EJ4WX	TC003133	FBgn0029663
EJ4X0	TC002347	FBgn0010414
